quarter_published,event_date,area,enterprise,enterprise_raw,forestry,forest_quarter,section,allotment_area,subdivision_area,subdivision_area_for_operation,composition,pine_share,age,completeness,bonitet,avg_height,avg_diameter,stock,cut_stock,cut_share,security_category,event_type,severity_ordinal,reason_raw,reason_biotic,reason_abiotic,reason_fire,reason_unclassified,repaired
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,33,1,18.5,7.2,7.2,10ДЗ+ГЗ+ЧШ,0,20,0.7,2,27,40,350,20,0.0571,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,41,8,4.6,,,4КЛГ3ДЗ3ЛПД+ГЗ+ЯЗ,0,50,0.8,1,20,26,220,15,0.0682,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,42,1,15.9,,,9ДЗ1КЛГ,0,84,0.7,2,24,28,310,20,0.0645,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,52,9,0.5,,,6ЯЗ2ДЗ1ЛПД1ГЗ,0,65,0.8,1,26,32,310,20,0.0645,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,60,10,3.8,,,9ДЗ1ГЗ+ЛПД,0,120,0.8,2,29,48,375,20,0.0533,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,65,6,7.4,3.9,3.9,9ДЗ1ГЗ,0,100,0.7,2,24,32,290,20,0.069,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,66,1,14.7,5.5,5.5,9ДЗ1ГЗ,0,100,0.7,2,25,32,295,20,0.0678,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,69,5,6.6,,,7ДЗ2КЛГ1ЯЗ+ГЗ,0,76,0.9,1,24,28,380,20,0.0526,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,70,3,18.4,,,6ДЗ2ЯЗ1ГЗ1ЛПД,0,60,0.8,1,22,24,290,20,0.069,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Пехівське,73,9,1.9,,,9ЯЗ1ДЗ+ЛПД+ГЗ,0,65,0.7,1Б,28,30,350,20,0.0571,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,2,13,3.7,,,7ДЗ2ЯЗ1ГЗ+ЛПД,0,76,0.8,1,25,28,330,50,0.1515,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,7,6,1.9,,,5ДЗ2ЛПД1ГЗ2КЛГ,0,86,0.8,1,26,36,350,30,0.0857,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,12,7,3.8,,,7ДЗ3ЯЗ+ГЗ+ЛПД+БРС,0,86,0.8,1,27,32,430,40,0.093,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,24,6,5.8,,,10ДЗ+ЯЗ+КЛГ+ГЗ,0,86,0.7,1,25,28,330,40,0.1212,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,28,3,0.7,,,6ДЗ4ЯЗ+ГЗ+КЛГ,0,20,0.8,2,28,36,420,40,0.0952,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,28,2,1.6,,,5ДЗ5ЯЗ+ГЗ+ЛПД,0,20,0.6,2,27,32,300,40,0.1333,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,30,4,6.5,,,5ДЗ4ЯЗ1ГЗ,0,105,0.8,2,27,32,350,40,0.1143,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,57,4,2.8,,,4ДЗ6ЯЗ+ГЗ+БРС,0,90,0.7,1,26,32,330,30,0.0909,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,57,5,1.7,,,8ДЗ1ЯЗ1ГЗ+КЛГ,0,78,0.8,1,25,30,380,30,0.0789,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,70,1,5.3,,,8ДЗ2ГЗ+ЯЗ,0,120,0.7,2,28,48,345,30,0.087,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,71,3,5.5,,,4ДЗ2ЯЗ4ГЗ+ЛПД+КЛГ,0,61,0.7,1,22,24,205,30,0.1463,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,81,3,9.4,,,7ДЗ2ЯЗ1КЛГ+ЛПД+ГЗ,0,76,0.8,1,24,28,330,40,0.1212,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,91,5,2.2,,,3ДЗ3ЛПД2КЛГ2АКБ,0,51,0.8,1,20,22,200,30,0.15,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,91,6,2.6,,,8ДЗ1ЯЗ1АКБ,0,50,0.8,1,18,18,220,30,0.1364,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Козачанське,91,7,12.5,,,10АКБ+ОС,0,40,0.7,1,17,18,140,30,0.2143,рекреаційно-оздоровчі ліси,ВСР,1,"трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,14,2,32.6,,,6ДЗ1ЛПД1КЛГ1ГЗ1ЯЗ,0,95,0.8,2,26,36,340,25,0.0735,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,30,4,5.6,,,4ДЗ4ГЗ1КЛП1ЛПД,0,66,0.8,1,22,24,270,20,0.0741,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,30,3,1.3,,,4ДЗ4КЛГ2ЛПД+АКБ+ГЗ+БРС,0,66,0.8,1,23,28,300,20,0.0667,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,33,5,14,,,5ДЗ2ГЗ2ЯЗ1КЛГ,0,95,0.8,2,26,32,350,20,0.0571,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,33,6,0.6,,,10ЯЗ+ЛПД+ДЗ+ГЗ,0,71,0.8,1А,28,32,430,30,0.0698,експлуатаційні ліси,ВСР,1,"трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,33,7,5.2,,,8ЯЗ1ДЗ1КЛГ+ЛПД+ГЗ,0,55,0.7,1Б,25,26,260,25,0.0962,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,38,9,2.8,,,7ДЗ2ГЗ1ЛПД+КЛГ,0,81,0.8,1,24,28,320,25,0.0781,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід,  омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,44,1,7.1,,,7ДЗ2ЯЗ1КЛП+БРС,0,76,0.8,2,22,24,290,15,0.0517,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,44,3,16.1,,,4ДЗ4ГЗ2ЛПД+КЛГ,0,95,0.8,2,24,30,290,25,0.0862,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,61,2,8.7,,,3ДЗ2ЯЗ3ЛПД1ГЗ1КЛП,0,90,0.7,1,26,40,270,25,0.0926,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,83,1,10.3,,,4ДЗ3ЛПД2ГЗ1КЛГ+ЯЗ,0,85,0.8,1,27,52,385,30,0.0779,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,101,1,0.6,,,10ДЗ+ЯЗ+КЛГ,0,81,0.7,1,25,30,320,25,0.0781,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,101,2,4,,,4ДЗ4ЯЗ1ГЗ1КЛГ,0,85,0.7,1,26,28,340,25,0.0735,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,105,1,5.5,,,4ЯЗ1ДЗ3ЛПД1КЛГ1ЧШ+ГЗ,0,52,0.7,1А,23,26,250,25,0.1,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,108,3,1.2,,,10ДЗ+ЯЗ,0,81,0.8,1,24,28,340,30,0.0882,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід,  омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,108,4,0.2,,,10ЯЗ+ДЗ,0,86,0.7,1А,29,36,410,30,0.0732,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,23,4,1.3,,,8ЯЗ2ДЗ+ГЗ+КЛГ,0,80,0.8,1А,30,32,430,30,0.0698,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,128,1,21.5,,,3ДЗ3ЯЗ2ГЗ2ЛПД+КЛГ,0,95,0.8,1,27,36,360,25,0.0694,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,130,1,39.7,,,3ДЗ3ЯЗ2ЛПД1ГЗ1КЛГ,0,95,0.8,1,27,40,360,30,0.0833,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,133,16,2.3,,,5ЯЗ2ДЗ2ЛПД1ГЗ+КЛГ,0,55,0.7,1А,24,26,260,25,0.0962,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,133,18,3.8,,,4ДЗ6ГЗ+КЛГ,0,90,0.6,1,27,36,210,25,0.119,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Шполянське,134,1,5.4,,,5ДЗ4ГЗ1ЛПД+КЛГ+ЯЗ,0,90,0.7,1,26,36,270,25,0.0926,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Вільхівецьке,18,8,6.5,,,7ЯЗ2ГЗ1ДЗ+ЛПД+КЛГ,0,80,0.7,1,27,36,280,25,0.0893,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Вільхівецьке,64,7,10,3.3,3.3,8ДЗ2ЯЗ+ЛПД+ГЗ,0,86,0.7,1,25,28,320,20,0.0625,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,subdivision_area|subdivision_area_for_operation
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Вільхівецьке,68,3,1.5,,,6ДЗ2ЯЗ1ГЗ1ЛПД,0,85,0.7,1,27,36,320,20,0.0625,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Вільхівецьке,73,3,9.3,,,4ДЗ4ЯЗ1ГЗ1ЛПД+БРС+КЛГ,0,80,0.7,1,27,32,290,20,0.069,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Вільхівецьке,76,6,6.2,,,8ДЗ2ЯЗ+ГЗ,0,96,0.7,2,25,30,330,20,0.0606,захисні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Вільхівецьке,90,6,18.8,2.7,2.7,6ЯЗ2ДЗ1ГЗ1ЛПД,0,100,0.6,1,29,40,295,20,0.0678,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Вільхівецьке,94,4,4.3,8.4,8.4,8ЯЗ1ЛПД(100)1ГЗ+КЛП+ЛПД,0,100,0.6,1,29,40,300,20,0.0667,рекреаційно-оздоровчі ліси,ВСР,1,"трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Вільхівецьке,101,8,6.2,3.2,3.2,7ДЗ3ЯЗ+КЛГ+ГЗ,0,130,0.6,2,29,44,360,20,0.0556,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Вільхівецьке,102,4,7.6,,,8ДЗ1ЯЗ1ГЗ,0,100,0.7,1,27,36,290,30,0.1034,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід, бактеріальний рак ясена, омела, вусачі, златки, ясеневі лубоїди",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Катеринопільське,6,1,2.5,,,8СЗ2ДЗ,8,86,0.7,1,28,32,400,30,0.075,рекреаційно-оздоровчі ліси,ВСР,1,"рак-сірянка, поперечний рак дуба, трутовики, омела, вусачі, златки, короїди (соснові лубоїди)",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Катеринопільське,10,2,17.5,,,10СЗ+БП,10,76,0.7,1А,28,32,440,35,0.0795,рекреаційно-оздоровчі ліси,ВСР,1,"рак-сірянка,  вусачі, златки, короїди (соснові лубоїди)",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Катеринопільське,26,6,19.4,,,6СЗ4ДЗ+ГЗ,6,81,0.7,1А,29,32,410,40,0.0976,рекреаційно-оздоровчі ліси,ВСР,1,"рак-сірянка, поперечний рак дуба, трутовики, омела, вусачі, златки, короїди (соснові лубоїди)",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Катеринопільське,35,2,26.3,,,10СЗ,10,81,0.7,1Б,32,36,480,40,0.0833,рекреаційно-оздоровчі ліси,ВСР,1,"рак-сірянка,  вусачі, златки, короїди (соснові лубоїди)",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Катеринопільське,47,1,18.2,,,10ДЗ,0,86,0.8,3,20,26,280,30,0.1071,експлуатаційні ліси,ВСР,1,"поперечний рак дуба, трутовики, східчастий рак листяних порід,  омела, вусачі, златки",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Катеринопільське,94,4,4.3,,,10СЗ+ДЗ,10,57,0.8,1А,24,32,425,30,0.0706,захисні ліси,ВСР,1,"рак-сірянка, поперечний рак дуба, вусачі, златки, короїди (соснові лубоїди)",1,0,0,0,allotment_area
2024-Q1,2024-01-12,Черкаська,звенигородське лісгосп дп ліси україни,"філія ""Звенигородське лісове господарство"" ДП ""Ліси України""",Катеринопільське,97,1,10,,,10СЗ,10,56,0.9,1,21,24,365,30,0.0822,захисні ліси,ВСР,1,"рак-сірянка,  вусачі, златки, короїди (соснові лубоїди)",1,0,0,0,
