quarter_published,event_date,area,enterprise,enterprise_raw,forestry,forest_quarter,section,allotment_area,subdivision_area,subdivision_area_for_operation,composition,pine_share,age,completeness,bonitet,avg_height,avg_diameter,stock,cut_stock,cut_share,security_category,event_type,severity_ordinal,reason_raw,reason_biotic,reason_abiotic,reason_fire,reason_unclassified,repaired
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Бучацьке,88,5,11.5,5.4,5.4,5ДЗ2ЛПД1АКБ2ЯЗЛ,0,58,0.7,2,17,22,180,26,0.1444,захисні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ракові утворення, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Бучацьке,88,6,6.3,1.7,1.7,8АКБ2ЯЗЛ+ДЗ,0,60,0.6,1,21,22,160,18,0.1125,захисні ліси,ВСР,1,"некрозно - ракові хвороби, східчастий рак, поперечний рак, трутовики, вусачі, ясеневі лубоїди, заболонники",1,0,0,0,event_date|allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Бучацьке,88,9,19.0,1.3,1.3,5ДЗ2АКБ2ЛПД1ЯЗ+ГЗ+КЛГ,0,51,0.7,2,15,16,150,24,0.16,захисні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ракові утворення, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|subdivision_area|subdivision_area_for_operation
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Бучацьке,93,16,12.0,7.0,7.0,6ЛПД3ДЗ1ГЗ+БП+ОС+ЯЗ,0,90,0.7,2,24,28,290,25,0.0862,захисні ліси,ВСР,1,"східчастий рак, бактеріальний рак, поперечний рак, трутовики, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Бучацьке,93,17,1.6,,,10ДЗ+ЛПД+ГЗ,0,71,0.7,2,20,24,220,23,0.1045,захисні ліси,ВСР,1,"поперечний рак, східчастий рак, трутовики, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Бучацьке,109,3,7.4,1.7,1.7,10АКБ+КЛГ+ОС+БП,0,51,0.7,1,19,24,160,22,0.1375,захисні ліси,ВСР,1,"некрозно - ракові хвороби, східчастий рак, вусачі, заболонники",1,0,0,0,event_date|allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Канівське,47,1,58.0,10.0,10.0,10АКБ+КЛЯ+СЗ+БП+ОС+ДЗ+ЯЗ+КЛГ+ЧШ+  ГШЗ,0,61,0.6,1,22,26,170,20,0.1176,захисні ліси,ВСР,1,"некрозно - ракові хвороби, східчастий рак, поперечний рак, трутовики, вусачі, ясеневі лубоїди, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Канівське,68,3,2.7,,,10АКБ,0,33,0.7,1Б,17,18,140,17,0.1214,захисні ліси,ВСР,1,"некрозно - ракові хвороби, вусачі",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Квітчанське,27,7,6.5,,,10ДЗ+ГЗ,0,76,0.75,1,23,32,330,30,0.0909,експлуатаційні ліси,ВСР,1,"поперечний рак, східчастий рак, трутовики, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Корсунське,7,16,22.0,,,8ДЗ1ЯЗ1ЛПД+ГЗ+КЛГ,0,81,0.75,1,25,30,345,60,0.1739,захисні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,5,17,1.6,,,4ЯЗ4ГЗ1ДЗ1ЛПД,0,45,0.7,2,18,24,140,15,0.1071,експлуатаційні ліси,ВСР,1,"східчастий рак, бактеріальний рак, поперечний рак, трутовики, ракові утворення, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,5,18,4.1,,,7ДЗ1ЛПД1ЯЗ1ГЗ+КЛГ,0,51,0.75,1,19,20,210,25,0.119,експлуатаційні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,5,20,2.3,,,5ДЗ4ЛПД1ЯЗ+ГЗ+БРС+КЛГ,0,71,0.9,1,22,26,300,20,0.0667,експлуатаційні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,6,3,3.8,,,4ДЗ2ЛПД3ЯЗ1ГЗ,0,56,0.75,1,20,24,230,20,0.087,експлуатаційні ліси,ВСР,1,"поперечний рак, східчастий рак, трутовики, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,13,3,8.0,,,4ДЗ4ЯЗ1КЛГ1ГЗ+ЛПД,0,52,0.8,1,18,20,200,30,0.15,експлуатаційні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,19,3,3.3,,,4ЛПД2ДЗ2АКБ1ЯЗ1ГЗ+ДЧР,0,43,0.7,2,14,20,130,25,0.1923,захисні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ракові утворення, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,25,17,2.7,,,3ЯЗ3ГЗ2ЛПД1ДЗ1КЛГ,0,50,0.85,1,20,24,230,20,0.087,захисні ліси,ВСР,1,"східчастий рак, бактеріальний рак, поперечний рак, трутовики, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,28,6,3.7,,,4ДЗ4КЛЯ1ЯЗЛ1ГЗ,0,86,0.7,1,27,32,340,25,0.0735,захисні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,28,10,1.4,,,6ДЗ2ГЗ2КЛЯ+АКБ,0,61,0.7,2,18,22,180,15,0.0833,захисні ліси,ВСР,1,"східчастий рак, бактеріальний рак, поперечний рак, трутовики, ракові утворення, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,28,11,3.9,,,6ДЗ2КЛЯ1ГЗ1АКБ,0,52,0.75,2,16,18,130,15,0.1154,захисні ліси,ВСР,1,"східчастий рак, бактеріальний рак, поперечний рак, трутовики, ракові утворення, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,31,7,1.6,,,10ДЗ+ГЗ,0,76,0.75,1,25,30,330,15,0.0455,захисні ліси,ВСР,1,"поперечний рак, східчастий рак, трутовики, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,31,17,1.9,,,3ДЗ3ЯЗ2ЛПД2ГЗ,0,95,0.75,1,28,36,390,15,0.0385,захисні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,31,19,0.5,,,10ДЗ,0,71,0.75,1,23,26,300,15,0.05,захисні ліси,ВСР,1,"поперечний рак, східчастий рак, трутовики, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,33,11,8.6,,,5ДЗ2КЛГ2ЯЗ1ГЗ,0,41,0.7,1,17,22,160,30,0.1875,захисні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,37,12,3.2,,,7ЯЗ1ЛПД1ГЗ1ДЗ,0,58,0.7,1А,24,28,260,20,0.0769,рекреаційно-оздоровчі ліси,ВСР,1,"східчастий рак, бактеріальний рак, поперечний рак, трутовики, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,37,14,0.7,,,5ДЗ3ЯЗ2ГЗ,0,76,0.7,1,26,30,340,15,0.0441,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,38,3,3.7,,,9ДЗ1ГЗ+БП,0,53,0.75,1,19,20,210,25,0.119,рекреаційно-оздоровчі ліси,ВСР,1,"поперечний рак, східчастий рак, трутовики, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,45,5,3.2,,,10СЗ,10,56,0.7,1А,22,26,320,25,0.0781,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,58,10,0.6,,,4АКБ1ЯЗ1ДЗ3ГЗ1КЛП,0,50,0.6,2,20,26,150,15,0.1,захисні ліси,ВСР,1,"некрозно - ракові хвороби, східчастий рак, поперечний рак, трутовики, вусачі, ясеневі лубоїди, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Лисянське,62,5,3.4,,,6ЯЗ2ДЗ1КЛГ1АКБ,0,63,0.7,2,19,24,200,25,0.125,захисні ліси,ВСР,1,"східчастий рак, бактеріальний рак, поперечний рак, трутовики, ракові утворення, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,2,3,0.9,,,10СЗ,10,50,0.7,1,20,24,280,40,0.1429,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,2,4,0.7,,,10СЗ,10,56,0.7,1А,23,26,340,40,0.1176,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,2,6,1.4,,,10СЗ,10,50,0.7,1,20,24,280,40,0.1429,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,2,10,2.8,,,10СЗ,10,56,0.7,1А,24,28,360,30,0.0833,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,2,16,1.2,,,10СЗ+ГЗ+ЛПД+ЧШ,10,56,0.7,1А,24,28,360,30,0.0833,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,2,31,4.1,,,10СЗ,10,56,0.7,1А,23,28,340,30,0.0882,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,5,1,17.0,14.0,14.0,6ГЗ2ЯЗ2КЛГ,0,55,0.7,2,17,16,160,30,0.1875,захисні ліси,ВСР,1,"східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,9,4,14.0,,,3ЛПД1ДЗ1СЗ2КЛП3ГЗ,1,95,0.7,2,25,30,190,30,0.1579,експлуатаційні ліси,ВСР,1,"східчастий рак, поперечний рак, трутовики, соснові лубоїди, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,12,3,2.9,,,10СЗ,10,51,0.7,1А,23,26,340,30,0.0882,рекреаційно-оздоровчі ліси,ВСР,1,"рак-сірянка, соснові лубоїди, вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,12,6,4.3,,,10СЗ+АКБ,10,63,0.65,1,22,26,300,30,0.1,рекреаційно-оздоровчі ліси,ВСР,1,"рак-сірянка, соснові лубоїди, вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,12,8,11.5,,,10СЗ+АКБ,10,81,0.7,3,20,28,250,30,0.12,рекреаційно-оздоровчі ліси,ВСР,1,"рак-сірянка, соснові лубоїди, вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,22,14,3.7,1.2,1.2,10АКБ,0,31,0.7,1А,15,18,130,30,0.2308,експлуатаційні ліси,ВСР,1,"некрозно - ракові хвороби, вусачі",1,0,0,0,event_date|allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,22,14,3.7,1.8,1.8,10АКБ,0,31,0.7,1А,15,18,130,30,0.2308,експлуатаційні ліси,ВСР,1,"некрозно - ракові хвороби, вусачі",1,0,0,0,event_date|allotment_area|subdivision_area|subdivision_area_for_operation
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,22,15,3.0,,,5ДЗ4ЯЗ1КЛГ,0,50,0.7,1,18,20,210,30,0.1429,експлуатаційні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Стеблівське,34,15,12.0,,,10АКБ,0,53,0.65,1А,23,26,190,40,0.2105,захисні ліси,ВСР,1,"некрозно - ракові хвороби, вусачі",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,9,1,55.0,8.0,8.0,10СЗ+АКБ,10,62,0.7,1,21,26,310,18,0.0581,захисні ліси,ВСР,1,"рак-сірянка, ракові утворення,  соснові лубоїди,вусачі, златки",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,9,4,1.7,,,10СЗ,10,49,0.7,1,19,22,260,17,0.0654,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,15,1,9.0,,,6СЗ2АКБ2ДЗ,6,49,0.8,1,20,24,230,12,0.0522,захисні ліси,ВСР,1,"рак-сірянка, ,ракові утворення, соснові лубоїди, вусачі, златки",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,17,3,9.2,,,10АКБ+КЛЯ+ДЗ,0,56,0.7,1,19,22,180,15,0.0833,захисні ліси,ВСР,1,"некрозно - ракові хвороби, вусачі",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,34,2,37.0,7.0,7.0,10СЗ,10,80,0.6,1,26,32,350,17,0.0486,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,34,4,9.0,,,10СЗ,10,48,0.7,1,19,22,260,17,0.0654,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,38,10,48.8,12.0,12.0,10СЗ,10,56,0.7,1А,24,32,355,16,0.0451,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,38,11,13.0,9.9,9.9,10СЗ,10,80,0.7,2,21,26,300,19,0.0633,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date|subdivision_area|subdivision_area_for_operation
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,40,2,8.1,,,9СЗ1БП+ВРБ,9,43,0.6,1,16,20,160,15,0.0938,захисні ліси,ВСР,1,"рак-сірянка, східчастий рак, соснові лубоїди,вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,40,9,12.5,,,10СЗ,10,55,0.7,1,20,24,270,15,0.0556,захисні ліси,ВСР,1,"рак-сірянка, соснові лубоїди,вусачі, златки",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Степанецьке,56,1,15.8,6.0,6.0,10ДЗ+БП+ЯЗ,0,70,0.7,2,21,24,250,19,0.076,захисні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Таганчанське,25,2,10.1,,,3ДЗ3ЯЗ3ЛПД1КЛГ+ГЗ,0,75,0.8,1,25,32,360,50,0.1389,експлуатаційні ліси,ВСР,1,"опеньок осінній, поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Таганчанське,34,9,1.0,,,7ДЗ1ЯЗ2ГЗ,0,81,0.7,1,27,36,290,30,0.1034,експлуатаційні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Таганчанське,35,11,4.1,,,3ДЗ2БП2ЛПД3ГЗ,0,51,0.8,1,20,22,235,50,0.2128,експлуатаційні ліси,ВСР,1,"поперечний рак, східчастий рак, трутовики, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Таганчанське,35,14,1.6,,,7ДЗ1ЯЗ2ГЗ,0,81,0.7,1,27,36,300,60,0.2,експлуатаційні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Таганчанське,65,7,2.0,,,10ДЗ+ГЗ,0,81,0.7,1,25,32,330,40,0.1212,експлуатаційні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, вусачі, заболонники",1,0,0,0,event_date
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Таганчанське,73,1,21.5,,,3ДЗ3ГЗ2ЛПД2ЯЗ,0,81,0.7,1,24,28,280,50,0.1786,захисні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Таганчанське,74,23,2.3,,,10ДЗ+ГЗ+ЛПД,0,81,0.7,2,23,28,290,40,0.1379,експлуатаційні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Шевченківське,6,13,8.1,,,8ЯЗ1ЛПД1ГЗ+ДЗ+КЛГ,0,61,0.75,1А,25,26,270,20,0.0741,захисні ліси,ВСР,1,"опеньок осінній, східчастий рак, бактеріальний рак, поперечний рак, трутовики, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
2024-Q2,2024-05-28,Черкаська,корсунь-шевченківське лісгосп дп ліси україни,"філія ""Корсунь-Шевченківське лісове господарство"" ДП ""Ліси України""",Шевченківське,50,1,21.5,,,4ДЗ4ЯЗ1ГЗ1ЛПД+КЛГ,0,81,0.75,1,24,30,320,25,0.0781,експлуатаційні ліси,ВСР,1,"поперечний рак, трутовики, східчастий рак, бактеріальний рак, ясеневі лубоїди, вусачі, заболонники",1,0,0,0,event_date|allotment_area
